"","Healthy_1W","Healthy_3W","Healthy_5W","Diabetic_1W","Diabetic_3W","Diabetic_5W","Trained_diabetic_1W","Trained_diabetic_3W","Trained_diabetic_5W","Trained_1W","Trained_3W","Trained_5W"
"160588_at",7.73208740287816,7.7766218629501,8.43978732136337,7.83516967693262,7.69694789310538,8.7266671305609,7.68516982265277,7.82826099863329,8.38909536428657,7.73906804797811,7.58830166007573,8.17137265939073
"96095_i_at",6.50128039909138,6.71738560711266,7.12228129126515,6.52409454699686,6.80923721072735,7.07155473510549,6.70498032901521,6.76522125632875,7.20619852379506,6.95200012071408,6.65509937930624,7.04932909323235
"102385_at",8.05700168030075,7.89573482580391,8.02583846269908,8.41969975928015,8.3186210044748,8.63638864832204,7.99882697057948,8.16507535626075,8.37809042512851,7.83419548894511,7.89847910482783,7.8963059908225
"104744_at",7.98347640938293,8.16112164942514,8.5754591485951,7.81705289562297,7.95362583814606,8.69909108997313,7.76430538087067,7.91176250228312,8.31025305416894,7.81074673478912,7.88112565537412,8.37193899512593
"99018_at",3.43674278947446,3.43622049911339,3.74491694889293,3.27143964503414,3.6775804148023,4.07547618840937,3.25039553594629,3.50014898803518,3.92117266404175,3.31582960345139,3.36584212971241,3.68185778289606
"104089_at",5.37629925804763,5.80208775320464,6.42399245727297,6.62127365475596,5.99997309743896,7.21120977848088,6.01049710404847,6.19856187542799,6.45727187699975,5.63639896862736,5.48654769933708,6.14497405185791
"160134_at",7.4286452828271,7.40479080967494,7.4607806631338,8.08702441673216,8.12312430441695,8.28200904414905,7.76324819823731,8.13231401227875,8.23786570460939,7.41294227268275,7.35692832948475,7.4318064439763
"103525_at",6.46007686738217,6.36288821770294,6.68652574193827,6.9372909816791,6.76775800799017,7.16772812222297,6.57054805339452,6.83697710606411,6.80397290460685,6.43266233904656,6.24649603701121,6.64073374511023
"97939_at",8.18903142606808,8.45732389935375,8.64228904999832,8.34970679175746,8.39487185445605,9.18805160976201,8.20706061110719,8.38883413821572,8.70237359484956,8.21841002122554,8.2295049880064,8.55135278851141
"104193_at",6.69401395733756,6.9333443057453,7.00460695127035,7.05411301792991,7.0721156436909,7.37510213843322,6.74353531696856,6.97711935045053,7.09022962179573,6.73699699456934,6.55121846323047,6.81559523953718
"162327_f_at",7.41822956643628,7.29810387737483,7.75298744383021,6.82906690129868,7.00895097791093,7.67376869967789,6.97972467587534,6.93880841689746,7.6139239692884,7.39492945625974,7.36709549974226,7.55229862656704
"99975_at",8.47705526911713,8.728878495947,9.48069863342097,8.60930688118357,9.05470503288633,10.1068757297167,8.43831533678551,8.84752072068311,9.51255471932678,8.52305341492036,8.48837361008706,9.08862283500878
"94005_at",7.03853229333334,7.54210538783261,8.0894313788582,6.77844255861823,7.03263290120124,7.72373952968022,6.96790714767911,7.16965195972468,7.6922129481112,7.39953064779617,7.16906315721161,7.83772487911861
"160934_s_at",7.88013306043353,7.27710045802768,6.84928815811716,6.77658639652944,7.28494642716102,6.46766885824014,6.75661575922063,6.95517319942789,6.16010262235662,6.87358462540644,7.2350640589955,7.13670187498385
"96288_at",7.42721547151813,7.44214889894828,7.45111004644449,8.06901506648855,7.87393928940875,7.58936953964443,7.72152085077756,7.65807174467543,7.77458068280807,7.67337763061252,7.48593380420003,7.31493989967302
"161797_r_at",4.63134948132018,4.47085296030628,3.69205184341265,4.85826657502287,4.7649158432695,4.28703106192898,4.74825930775098,4.68700121959368,3.77972708654934,4.96155587886228,4.79705167114032,4.17102929067685
"103710_at",5.47177331066555,5.38865132174997,5.94534672072184,5.15317112708144,5.35356900472975,6.12579623323474,4.94040411745345,5.19534283510043,5.77233327614876,5.12103889345093,5.13675993680042,5.67910701575304
"95619_at",6.02726085519415,6.50547738246059,6.66042194585662,5.96752368054178,6.16368773854056,6.73628068630802,6.09537957029524,6.25121553770251,6.57323460784317,6.341507313207,6.29462083673149,6.42641132513279
"101978_at",6.96027008669243,6.86252611084442,7.14843824914893,7.19138396861588,7.11647839726859,7.52356046415631,6.95003132493919,7.05500025173577,7.19203322443637,6.87017628044977,6.83530616377851,7.03263948079771
"94374_at",7.05009394818861,7.08036340417107,7.2432659272941,6.52685646825152,6.84159851306228,7.07690354321938,6.65418825097623,6.68158128701684,6.83449347702177,7.14479806511436,6.99713009798053,7.10419094820198
"102022_at",7.50700047299266,7.82959205554212,8.20247188977879,7.26106027549796,7.5471973142452,8.05581105891642,7.65162608233589,7.67194134222502,8.00337048908153,7.8224715334271,7.86337924119348,8.24192795345351
"98901_at",7.47811955313381,7.61977081589127,8.2310987308087,7.93734499359204,7.79061417578563,8.83354559043081,7.70114263666185,7.64947478807233,8.3787426338046,7.57814946483924,7.50255019814803,7.98648186119299
"160755_at",5.5587708289297,5.3174559046216,4.98223029260455,5.26608841100628,5.26424228518719,4.97225806549186,5.22480467954861,5.23677260724997,4.89580062076346,5.22295701081257,5.32382361650821,5.16360139678339
"96156_at",5.51360673215144,5.71769522340368,6.19643326047484,6.34546803464149,6.09300772878399,6.76270229673967,5.91461615254367,6.10196318808302,6.44463366085836,5.79843937033859,5.76681043510321,6.18835175089117
