"","Healthy_1W","Healthy_3W","Healthy_5W","Diabetic_1W","Diabetic_3W","Diabetic_5W","Trained_diabetic_1W","Trained_diabetic_3W","Trained_diabetic_5W","Trained_1W","Trained_3W","Trained_5W"
"100290_f_at",4.88539859213358,4.73339756044893,4.78476394761554,4.86848440840919,4.8688267684207,5.21093552495925,5.01195039481547,4.84298324179282,4.90785519445063,4.7780130514153,4.71921711949098,4.79533724609004
"100291_at",6.58757945999036,6.36088047900252,6.37708114586003,6.58910141298166,6.32927973310637,6.38617860698276,6.58621393528368,6.52041637725761,6.51992944564618,6.53807417471992,6.52547649476726,6.41006844071037
"100292_at",8.37263706444835,8.06853597442248,8.05420233536743,8.22186294298518,8.09921356100125,7.89349964946115,8.32677317024353,8.20831698679467,8.09810013543407,8.23800083583777,8.40977086518881,8.07439200989016
"100293_at",7.25688370892787,7.25851102266493,7.17974725389694,6.57143999157053,6.85562992724568,6.61580865393221,6.93237958300531,6.88708549208912,6.50753951851986,6.98756674070717,7.32158150433583,7.03017968457266
"100294_at",6.08163811041472,5.836079554911,5.78398299683026,5.78218072148069,5.93078980798494,5.60900721029789,5.91979669013438,5.7984957358284,5.75576621821316,5.95744365832339,6.08773418824401,5.87402130532357
"100295_at",8.2910232854751,8.03971874855317,7.7428305097477,7.84439031191311,8.00314934528541,7.883592943438,8.08818327816713,7.96993064686056,7.75869329248346,7.9814912141751,8.01407990715312,7.81847093097694
"100296_at",8.92936444777177,8.64961347681675,8.60321888717872,8.70722455487786,8.6853489585329,8.45507165166669,8.80681506971091,8.7275829633084,8.64844097276181,8.6953945120348,8.72975128810549,8.73098261588473
"100297_at",6.19231559891055,6.31672797801052,5.71160700781512,6.26566426656071,6.36728510346302,5.38215292101315,6.01954811851076,6.3010617952043,5.49378735554073,6.08806619051105,5.96230484127483,5.73655544264378
"100298_at",7.98340939170276,7.94203539030619,7.84807947951276,8.06513341972881,8.01109032503442,7.78238204223524,8.10106550322413,7.95545113681443,7.79618692597422,8.06402664206876,8.09054923185053,7.85575579569304
"100299_f_at",5.5484126118868,5.60100088343431,5.30168267717902,5.43554307360983,5.43347049759683,5.4006769153615,5.55796949541184,5.52548743917771,5.27620471354845,5.6642634613667,5.64757683433808,5.38620389573596
"100300_at",5.18808125195129,5.1038454425936,5.09070152865632,4.98747839317959,5.12281827299934,4.95746230256619,5.05189655818144,5.18256147798051,5.11469960513677,5.18224504490935,5.04691814560029,5.06590672588838
"100301_at",6.10769326879546,5.97474059586919,5.76095648025174,6.01504376358953,6.06849502513957,5.73189663128478,6.09021750940843,6.0472754448077,5.81768062563494,5.9930857915856,6.10206600188601,5.92361536775021
"100302_at",6.05015034387408,6.43086343876808,6.08898451610401,6.59875239050307,6.31717031765185,5.9603082940315,6.63661748951438,6.24545682505275,6.1453078311929,6.4228174182258,6.46281734507514,6.1385709321313
"100303_at",5.74875126611959,5.63658672410499,5.44924600206745,5.61613974842874,5.64261941624984,5.54403428127518,5.66577428063683,5.7273972573263,5.62258849620242,5.73611409880199,5.68858274284939,5.57479630029597
